race_id,race_date,driver_id,constructor_id,circuit_id,finish_position,season,grid_position,qualifying_position,grid_penalty_positions,driver_prior_season_points,driver_prior_season_wins,constructor_prior_season_points,constructor_prior_season_dnf_rate,circuit_avg_lap_time_ms,circuit_races_held,is_rookie_or_new_team,driver_points_this_season_so_far,driver_avg_finish_last_3,top10_finish,podium_finish
2018_01,2018-03-25,sainz,renault,albert_park,10.0,2018,9,9.0,0.0,54.0,0.0,57.0,32.5,102540.88727272728,10,0,0.0,9.5,1,0
2018_02,2018-04-08,sainz,renault,bahrain,11.0,2018,10,10.0,0.0,54.0,0.0,57.0,32.5,104555.70903790087,12,0,1.0,10.0,0,0
2018_03,2018-04-15,sainz,renault,shanghai,9.0,2018,9,9.0,0.0,54.0,0.0,57.0,32.5,107764.43365134433,8,0,1.0,10.5,1,0
2018_04,2018-04-29,sainz,renault,baku,5.0,2018,9,10.0,-1.0,54.0,0.0,57.0,32.5,121766.18534482758,10,0,3.0,10.0,1,0
2018_05,2018-05-13,sainz,renault,catalunya,7.0,2018,9,9.0,0.0,54.0,0.0,57.0,32.5,90968.81822107082,12,0,13.0,8.333333333333334,1,0
2018_06,2018-05-27,sainz,renault,monaco,10.0,2018,8,8.0,0.0,54.0,0.0,57.0,32.5,87305.94368131868,11,0,19.0,7.0,1,0
2018_07,2018-06-10,sainz,renault,villeneuve,8.0,2018,9,9.0,0.0,54.0,0.0,57.0,32.5,84612.2985,10,0,20.0,7.333333333333333,1,0
2018_08,2018-06-24,sainz,renault,ricard,8.0,2018,7,7.0,0.0,54.0,0.0,57.0,32.5,109769.39425051336,4,0,24.0,8.333333333333334,1,0
2018_09,2018-07-01,sainz,renault,red_bull_ring,12.0,2018,9,9.0,0.0,54.0,0.0,57.0,32.5,76293.42976104272,14,0,28.0,8.666666666666666,0,0
2018_11,2018-07-22,sainz,renault,hockenheimring,12.0,2018,8,8.0,0.0,54.0,0.0,57.0,32.5,92313.81046931408,3,0,28.0,10.0,0,0
2018_12,2018-07-29,sainz,renault,hungaroring,9.0,2018,5,5.0,0.0,54.0,0.0,57.0,32.5,90162.13141486813,12,0,28.0,12.0,1,0
2018_13,2018-08-26,sainz,renault,spa,11.0,2018,14,16.0,-2.0,54.0,0.0,57.0,32.5,133869.30844793713,12,0,30.0,10.5,0,0
2018_14,2018-09-02,sainz,renault,monza,8.0,2018,7,7.0,0.0,54.0,0.0,57.0,32.5,91340.01062887513,12,0,30.0,10.666666666666666,1,0
2018_15,2018-09-16,sainz,renault,marina_bay,8.0,2018,12,12.0,0.0,54.0,0.0,57.0,32.5,116198.53414948452,10,0,34.0,9.333333333333334,1,0
2018_16,2018-09-30,sainz,renault,sochi,17.0,2018,11,14.0,-3.0,54.0,0.0,57.0,32.5,127266.16137931036,7,0,38.0,9.0,0,0
2018_17,2018-10-07,sainz,renault,suzuka,10.0,2018,13,13.0,0.0,54.0,0.0,57.0,32.5,110508.64505928854,10,0,38.0,11.0,1,0
2018_18,2018-10-21,sainz,renault,americas,7.0,2018,11,11.0,0.0,54.0,0.0,57.0,32.5,108077.81705426356,11,0,39.0,11.666666666666666,1,0
2018_20,2018-11-11,sainz,renault,interlagos,12.0,2018,15,16.0,-1.0,54.0,0.0,57.0,32.5,89274.3474533535,11,0,45.0,8.5,0,0
2018_21,2018-11-25,sainz,renault,yas_marina,6.0,2018,11,11.0,0.0,54.0,0.0,57.0,32.5,101999.58471965496,12,0,45.0,9.5,1,0
2018_02,2018-04-08,sirotkin,williams,bahrain,15.0,2018,18,18.0,0.0,0.0,0.0,83.0,17.5,104555.70903790087,12,1,0.0,9.5,0,0
2018_03,2018-04-15,sirotkin,williams,shanghai,15.0,2018,16,16.0,0.0,0.0,0.0,83.0,17.5,107764.43365134433,8,1,0.0,15.0,0,0
2018_05,2018-05-13,sirotkin,williams,catalunya,14.0,2018,19,18.0,1.0,0.0,0.0,83.0,17.5,90968.81822107082,12,1,0.0,15.0,0,0
2018_06,2018-05-27,sirotkin,williams,monaco,16.0,2018,13,13.0,0.0,0.0,0.0,83.0,17.5,87305.94368131868,11,1,0.0,14.5,0,0
2018_07,2018-06-10,sirotkin,williams,villeneuve,17.0,2018,18,18.0,0.0,0.0,0.0,83.0,17.5,84612.2985,10,1,0.0,15.0,0,0
2018_08,2018-06-24,sirotkin,williams,ricard,15.0,2018,18,19.0,-1.0,0.0,0.0,83.0,17.5,109769.39425051336,4,1,0.0,15.666666666666666,0,0
2018_09,2018-07-01,sirotkin,williams,red_bull_ring,13.0,2018,17,18.0,-1.0,0.0,0.0,83.0,17.5,76293.42976104272,14,1,0.0,16.0,0,0
2018_10,2018-07-08,sirotkin,williams,silverstone,14.0,2018,18,18.0,0.0,0.0,0.0,83.0,17.5,115608.07343412528,13,1,0.0,15.0,0,0
2018_12,2018-07-29,sirotkin,williams,hungaroring,16.0,2018,20,20.0,0.0,0.0,0.0,83.0,17.5,90162.13141486813,12,1,0.0,13.5,0,0
2018_13,2018-08-26,sirotkin,williams,spa,12.0,2018,16,18.0,-2.0,0.0,0.0,83.0,17.5,133869.30844793713,12,1,0.0,15.0,0,0
2018_14,2018-09-02,sirotkin,williams,monza,10.0,2018,12,12.0,0.0,0.0,0.0,83.0,17.5,91340.01062887513,12,1,0.0,14.0,1,0
2018_15,2018-09-16,sirotkin,williams,marina_bay,19.0,2018,19,19.0,0.0,0.0,0.0,83.0,17.5,116198.53414948452,10,1,1.0,12.666666666666666,0,0
2018_16,2018-09-30,sirotkin,williams,sochi,18.0,2018,13,18.0,-5.0,0.0,0.0,83.0,17.5,127266.16137931036,7,1,1.0,13.666666666666666,0,0
2018_17,2018-10-07,sirotkin,williams,suzuka,16.0,2018,17,17.0,0.0,0.0,0.0,83.0,17.5,110508.64505928854,10,1,1.0,15.666666666666666,0,0
2018_18,2018-10-21,sirotkin,williams,americas,13.0,2018,14,17.0,-3.0,0.0,0.0,83.0,17.5,108077.81705426356,11,1,1.0,17.666666666666668,0,0
2018_19,2018-10-28,sirotkin,williams,rodriguez,13.0,2018,19,20.0,-1.0,0.0,0.0,83.0,17.5,90434.792,11,1,1.0,15.666666666666666,0,0
2018_20,2018-11-11,sirotkin,williams,interlagos,16.0,2018,14,15.0,-1.0,0.0,0.0,83.0,17.5,89274.3474533535,11,1,1.0,14.0,0,0
2018_21,2018-11-25,sirotkin,williams,yas_marina,15.0,2018,19,19.0,0.0,0.0,0.0,83.0,17.5,101999.58471965496,12,1,1.0,14.0,0,0
2018_01,2018-03-25,stroll,williams,albert_park,14.0,2018,13,14.0,-1.0,40.0,0.0,83.0,17.5,102540.88727272728,10,0,0.0,9.5,0,0
2018_02,2018-04-08,stroll,williams,bahrain,14.0,2018,20,20.0,0.0,40.0,0.0,83.0,17.5,104555.70903790087,12,0,0.0,14.0,0,0
2018_03,2018-04-15,stroll,williams,shanghai,14.0,2018,18,18.0,0.0,40.0,0.0,83.0,17.5,107764.43365134433,8,0,0.0,14.0,0,0
2018_04,2018-04-29,stroll,williams,baku,8.0,2018,10,11.0,-1.0,40.0,0.0,83.0,17.5,121766.18534482758,10,0,0.0,14.0,1,0
2018_05,2018-05-13,stroll,williams,catalunya,11.0,2018,18,19.0,-1.0,40.0,0.0,83.0,17.5,90968.81822107082,12,0,4.0,12.0,0,0
2018_06,2018-05-27,stroll,williams,monaco,17.0,2018,17,18.0,-1.0,40.0,0.0,83.0,17.5,87305.94368131868,11,0,4.0,11.0,0,0
2018_08,2018-06-24,stroll,williams,ricard,17.0,2018,19,20.0,-1.0,40.0,0.0,83.0,17.5,109769.39425051336,4,0,4.0,14.0,0,0
2018_09,2018-07-01,stroll,williams,red_bull_ring,14.0,2018,14,15.0,-1.0,40.0,0.0,83.0,17.5,76293.42976104272,14,0,4.0,17.0,0,0
2018_10,2018-07-08,stroll,williams,silverstone,12.0,2018,19,19.0,0.0,40.0,0.0,83.0,17.5,115608.07343412528,13,0,4.0,15.5,0,0
2018_12,2018-07-29,stroll,williams,hungaroring,17.0,2018,15,15.0,0.0,40.0,0.0,83.0,17.5,90162.13141486813,12,0,4.0,13.0,0,0
2018_13,2018-08-26,stroll,williams,spa,13.0,2018,17,19.0,-2.0,40.0,0.0,83.0,17.5,133869.30844793713,12,0,4.0,14.5,0,0
2018_14,2018-09-02,stroll,williams,monza,9.0,2018,10,10.0,0.0,40.0,0.0,83.0,17.5,91340.01062887513,12,0,4.0,15.0,1,0
2018_15,2018-09-16,stroll,williams,marina_bay,14.0,2018,20,20.0,0.0,40.0,0.0,83.0,17.5,116198.53414948452,10,0,6.0,13.0,0,0
2018_16,2018-09-30,stroll,williams,sochi,15.0,2018,14,20.0,-6.0,40.0,0.0,83.0,17.5,127266.16137931036,7,0,6.0,12.0,0,0
2018_17,2018-10-07,stroll,williams,suzuka,17.0,2018,14,14.0,0.0,40.0,0.0,83.0,17.5,110508.64505928854,10,0,6.0,12.666666666666666,0,0
2018_18,2018-10-21,stroll,williams,americas,14.0,2018,15,18.0,-3.0,40.0,0.0,83.0,17.5,108077.81705426356,11,0,6.0,15.333333333333334,0,0
2018_19,2018-10-28,stroll,williams,rodriguez,12.0,2018,17,19.0,-2.0,40.0,0.0,83.0,17.5,90434.792,11,0,6.0,15.333333333333334,0,0
2018_20,2018-11-11,stroll,williams,interlagos,18.0,2018,19,19.0,0.0,40.0,0.0,83.0,17.5,89274.3474533535,11,0,6.0,14.333333333333334,0,0
2018_21,2018-11-25,stroll,williams,yas_marina,13.0,2018,20,20.0,0.0,40.0,0.0,83.0,17.5,101999.58471965496,12,0,6.0,14.666666666666666,0,0
2018_01,2018-03-25,vandoorne,mclaren,albert_park,9.0,2018,11,12.0,-1.0,13.0,0.0,30.0,37.5,102540.88727272728,10,0,0.0,9.5,1,0
2018_02,2018-04-08,vandoorne,mclaren,bahrain,8.0,2018,14,14.0,0.0,13.0,0.0,30.0,37.5,104555.70903790087,12,0,2.0,9.0,1,0
2018_03,2018-04-15,vandoorne,mclaren,shanghai,13.0,2018,14,14.0,0.0,13.0,0.0,30.0,37.5,107764.43365134433,8,0,6.0,8.5,0,0
2018_04,2018-04-29,vandoorne,mclaren,baku,9.0,2018,16,16.0,0.0,13.0,0.0,30.0,37.5,121766.18534482758,10,0,6.0,10.0,1,0
2018_06,2018-05-27,vandoorne,mclaren,monaco,14.0,2018,12,12.0,0.0,13.0,0.0,30.0,37.5,87305.94368131868,11,0,8.0,11.0,0,0
2018_07,2018-06-10,vandoorne,mclaren,villeneuve,16.0,2018,15,15.0,0.0,13.0,0.0,30.0,37.5,84612.2985,10,0,8.0,11.5,0,0
2018_08,2018-06-24,vandoorne,mclaren,ricard,12.0,2018,17,18.0,-1.0,13.0,0.0,30.0,37.5,109769.39425051336,4,0,8.0,15.0,0,0
2018_09,2018-07-01,vandoorne,mclaren,red_bull_ring,15.0,2018,15,16.0,-1.0,13.0,0.0,30.0,37.5,76293.42976104272,14,0,8.0,14.0,0,0
2018_10,2018-07-08,vandoorne,mclaren,silverstone,11.0,2018,17,17.0,0.0,13.0,0.0,30.0,37.5,115608.07343412528,13,0,8.0,14.333333333333334,0,0
2018_11,2018-07-22,vandoorne,mclaren,hockenheimring,13.0,2018,19,20.0,-1.0,13.0,0.0,30.0,37.5,92313.81046931408,3,0,8.0,12.666666666666666,0,0
2018_13,2018-08-26,vandoorne,mclaren,spa,15.0,2018,18,20.0,-2.0,13.0,0.0,30.0,37.5,133869.30844793713,12,0,8.0,12.0,0,0
2018_14,2018-09-02,vandoorne,mclaren,monza,12.0,2018,17,20.0,-3.0,13.0,0.0,30.0,37.5,91340.01062887513,12,0,8.0,14.0,0,0
2018_15,2018-09-16,vandoorne,mclaren,marina_bay,12.0,2018,18,18.0,0.0,13.0,0.0,30.0,37.5,116198.53414948452,10,0,8.0,13.5,0,0
2018_16,2018-09-30,vandoorne,mclaren,sochi,16.0,2018,15,19.0,-4.0,13.0,0.0,30.0,37.5,127266.16137931036,7,0,8.0,13.0,0,0
2018_17,2018-10-07,vandoorne,mclaren,suzuka,15.0,2018,19,19.0,0.0,13.0,0.0,30.0,37.5,110508.64505928854,10,0,8.0,13.333333333333334,0,0
2018_18,2018-10-21,vandoorne,mclaren,americas,11.0,2018,17,20.0,-3.0,13.0,0.0,30.0,37.5,108077.81705426356,11,0,8.0,14.333333333333334,0,0
2018_19,2018-10-28,vandoorne,mclaren,rodriguez,8.0,2018,15,17.0,-2.0,13.0,0.0,30.0,37.5,90434.792,11,0,8.0,14.0,1,0
2018_20,2018-11-11,vandoorne,mclaren,interlagos,14.0,2018,20,20.0,0.0,13.0,0.0,30.0,37.5,89274.3474533535,11,0,12.0,11.333333333333334,0,0
2018_21,2018-11-25,vandoorne,mclaren,yas_marina,14.0,2018,18,18.0,0.0,13.0,0.0,30.0,37.5,101999.58471965496,12,0,12.0,11.0,0,0
2018_01,2018-03-25,vettel,ferrari,albert_park,1.0,2018,3,3.0,0.0,317.0,5.0,522.0,12.5,102540.88727272728,10,0,0.0,9.5,1,1
2018_02,2018-04-08,vettel,ferrari,bahrain,1.0,2018,1,1.0,0.0,317.0,5.0,522.0,12.5,104555.70903790087,12,0,25.0,1.0,1,1
2018_03,2018-04-15,vettel,ferrari,shanghai,8.0,2018,1,1.0,0.0,317.0,5.0,522.0,12.5,107764.43365134433,8,0,50.0,1.0,1,0
2018_04,2018-04-29,vettel,ferrari,baku,4.0,2018,1,1.0,0.0,317.0,5.0,522.0,12.5,121766.18534482758,10,0,54.0,3.3333333333333335,1,0
2018_05,2018-05-13,vettel,ferrari,catalunya,4.0,2018,3,3.0,0.0,317.0,5.0,522.0,12.5,90968.81822107082,12,0,66.0,4.333333333333333,1,0
2018_06,2018-05-27,vettel,ferrari,monaco,2.0,2018,2,2.0,0.0,317.0,5.0,522.0,12.5,87305.94368131868,11,0,78.0,5.333333333333333,1,1
2018_07,2018-06-10,vettel,ferrari,villeneuve,1.0,2018,1,1.0,0.0,317.0,5.0,522.0,12.5,84612.2985,10,0,96.0,3.3333333333333335,1,1
2018_08,2018-06-24,vettel,ferrari,ricard,5.0,2018,3,3.0,0.0,317.0,5.0,522.0,12.5,109769.39425051336,4,0,121.0,2.3333333333333335,1,0
2018_09,2018-07-01,vettel,ferrari,red_bull_ring,3.0,2018,6,3.0,3.0,317.0,5.0,522.0,12.5,76293.42976104272,14,0,131.0,2.6666666666666665,1,1
2018_10,2018-07-08,vettel,ferrari,silverstone,1.0,2018,2,2.0,0.0,317.0,5.0,522.0,12.5,115608.07343412528,13,0,146.0,3.0,1,1
2018_12,2018-07-29,vettel,ferrari,hungaroring,2.0,2018,4,4.0,0.0,317.0,5.0,522.0,12.5,90162.13141486813,12,0,171.0,2.0,1,1
2018_13,2018-08-26,vettel,ferrari,spa,1.0,2018,2,2.0,0.0,317.0,5.0,522.0,12.5,133869.30844793713,12,0,189.0,1.5,1,1
2018_14,2018-09-02,vettel,ferrari,monza,4.0,2018,2,2.0,0.0,317.0,5.0,522.0,12.5,91340.01062887513,12,0,214.0,1.5,1,0
2018_15,2018-09-16,vettel,ferrari,marina_bay,3.0,2018,3,3.0,0.0,317.0,5.0,522.0,12.5,116198.53414948452,10,0,226.0,2.3333333333333335,1,1
2018_16,2018-09-30,vettel,ferrari,sochi,3.0,2018,3,3.0,0.0,317.0,5.0,522.0,12.5,127266.16137931036,7,0,241.0,2.6666666666666665,1,1
2018_17,2018-10-07,vettel,ferrari,suzuka,6.0,2018,8,9.0,-1.0,317.0,5.0,522.0,12.5,110508.64505928854,10,0,256.0,3.3333333333333335,1,0
2018_18,2018-10-21,vettel,ferrari,americas,4.0,2018,5,2.0,3.0,317.0,5.0,522.0,12.5,108077.81705426356,11,0,264.0,4.0,1,0
2018_19,2018-10-28,vettel,ferrari,rodriguez,2.0,2018,4,4.0,0.0,317.0,5.0,522.0,12.5,90434.792,11,0,276.0,4.333333333333333,1,1
2018_20,2018-11-11,vettel,ferrari,interlagos,6.0,2018,2,2.0,0.0,317.0,5.0,522.0,12.5,89274.3474533535,11,0,294.0,4.0,1,0
2018_21,2018-11-25,vettel,ferrari,yas_marina,2.0,2018,3,3.0,0.0,317.0,5.0,522.0,12.5,101999.58471965496,12,0,302.0,4.0,1,1
2019_01,2019-03-17,albon,toro_rosso,albert_park,14.0,2019,13,13.0,0.0,0.0,0.0,33.0,26.2,102540.88727272728,10,1,0.0,9.5,0,0
2019_02,2019-03-31,albon,toro_rosso,bahrain,9.0,2019,12,12.0,0.0,0.0,0.0,33.0,26.2,104555.70903790087,12,1,0.0,14.0,1,0
2019_04,2019-04-28,albon,toro_rosso,baku,11.0,2019,11,12.0,-1.0,0.0,0.0,33.0,26.2,121766.18534482758,10,1,3.0,11.0,0,0
2019_05,2019-05-12,albon,toro_rosso,catalunya,11.0,2019,11,12.0,-1.0,0.0,0.0,33.0,26.2,90968.81822107082,12,1,3.0,10.0,0,0
2019_06,2019-05-26,albon,toro_rosso,monaco,8.0,2019,10,10.0,0.0,0.0,0.0,33.0,26.2,87305.94368131868,11,1,3.0,10.666666666666666,1,0
2019_08,2019-06-23,albon,toro_rosso,ricard,15.0,2019,11,11.0,0.0,0.0,0.0,33.0,26.2,109769.39425051336,4,1,7.0,9.5,0,0
2019_09,2019-06-30,albon,toro_rosso,red_bull_ring,15.0,2019,18,13.0,5.0,0.0,0.0,33.0,26.2,76293.42976104272,14,1,7.0,11.5,0,0
2019_10,2019-07-14,albon,toro_rosso,silverstone,12.0,2019,9,9.0,0.0,0.0,0.0,33.0,26.2,115608.07343412528,13,1,7.0,15.0,0,0
2019_11,2019-07-28,albon,toro_rosso,hockenheimring,6.0,2019,16,17.0,-1.0,0.0,0.0,33.0,26.2,92313.81046931408,3,1,7.0,14.0,1,0
2019_12,2019-08-04,albon,toro_rosso,hungaroring,10.0,2019,12,12.0,0.0,0.0,0.0,33.0,26.2,90162.13141486813,12,1,15.0,11.0,1,0
2019_13,2019-09-01,albon,red_bull,spa,5.0,2019,17,14.0,3.0,0.0,0.0,419.0,28.6,133869.30844793713,12,1,16.0,9.333333333333334,1,0
2019_14,2019-09-08,albon,red_bull,monza,6.0,2019,8,8.0,0.0,0.0,0.0,419.0,28.6,91340.01062887513,12,1,26.0,7.0,1,0
2019_15,2019-09-22,albon,red_bull,marina_bay,6.0,2019,6,6.0,0.0,0.0,0.0,419.0,28.6,116198.53414948452,10,1,34.0,7.0,1,0
2019_16,2019-09-29,albon,red_bull,sochi,5.0,2019,0,19.0,-19.0,0.0,0.0,419.0,28.6,127266.16137931036,7,1,42.0,5.666666666666667,1,0
2019_17,2019-10-13,albon,red_bull,suzuka,4.0,2019,6,6.0,0.0,0.0,0.0,419.0,28.6,110508.64505928854,10,1,52.0,5.666666666666667,1,0
2019_18,2019-10-27,albon,red_bull,rodriguez,5.0,2019,5,5.0,0.0,0.0,0.0,419.0,28.6,90434.792,11,1,64.0,5.0,1,0
2019_19,2019-11-03,albon,red_bull,americas,5.0,2019,6,6.0,0.0,0.0,0.0,419.0,28.6,108077.81705426356,11,1,74.0,4.666666666666667,1,0
2019_20,2019-11-17,albon,red_bull,interlagos,14.0,2019,5,6.0,-1.0,0.0,0.0,419.0,28.6,89274.3474533535,11,1,84.0,4.666666666666667,0,0
2019_21,2019-12-01,albon,red_bull,yas_marina,6.0,2019,5,6.0,-1.0,0.0,0.0,419.0,28.6,101999.58471965496,12,1,84.0,8.0,1,0
2019_01,2019-03-17,bottas,mercedes,albert_park,1.0,2019,2,2.0,0.0,247.0,0.0,655.0,7.1,102540.88727272728,10,0,0.0,9.5,1,1
2019_02,2019-03-31,bottas,mercedes,bahrain,2.0,2019,4,4.0,0.0,247.0,0.0,655.0,7.1,104555.70903790087,12,0,26.0,1.0,1,1
2019_03,2019-04-14,bottas,mercedes,shanghai,2.0,2019,1,1.0,0.0,247.0,0.0,655.0,7.1,107764.43365134433,8,0,44.0,1.5,1,1
2019_04,2019-04-28,bottas,mercedes,baku,1.0,2019,1,1.0,0.0,247.0,0.0,655.0,7.1,121766.18534482758,10,0,62.0,1.6666666666666667,1,1
2019_05,2019-05-12,bottas,mercedes,catalunya,2.0,2019,1,1.0,0.0,247.0,0.0,655.0,7.1,90968.81822107082,12,0,87.0,1.6666666666666667,1,1
2019_06,2019-05-26,bottas,mercedes,monaco,3.0,2019,2,2.0,0.0,247.0,0.0,655.0,7.1,87305.94368131868,11,0,105.0,1.6666666666666667,1,1
2019_07,2019-06-09,bottas,mercedes,villeneuve,4.0,2019,6,6.0,0.0,247.0,0.0,655.0,7.1,84612.2985,10,0,120.0,2.0,1,0
2019_08,2019-06-23,bottas,mercedes,ricard,2.0,2019,2,2.0,0.0,247.0,0.0,655.0,7.1,109769.39425051336,4,0,133.0,3.0,1,1
2019_09,2019-06-30,bottas,mercedes,red_bull_ring,3.0,2019,3,4.0,-1.0,247.0,0.0,655.0,7.1,76293.42976104272,14,0,151.0,3.0,1,1
2019_10,2019-07-14,bottas,mercedes,silverstone,2.0,2019,1,1.0,0.0,247.0,0.0,655.0,7.1,115608.07343412528,13,0,166.0,3.0,1,1
2019_12,2019-08-04,bottas,mercedes,hungaroring,8.0,2019,2,2.0,0.0,247.0,0.0,655.0,7.1,90162.13141486813,12,0,184.0,2.5,1,0
2019_13,2019-09-01,bottas,mercedes,spa,3.0,2019,4,4.0,0.0,247.0,0.0,655.0,7.1,133869.30844793713,12,0,188.0,5.0,1,1
2019_14,2019-09-08,bottas,mercedes,monza,2.0,2019,3,3.0,0.0,247.0,0.0,655.0,7.1,91340.01062887513,12,0,203.0,5.5,1,1
2019_15,2019-09-22,bottas,mercedes,marina_bay,5.0,2019,5,5.0,0.0,247.0,0.0,655.0,7.1,116198.53414948452,10,0,221.0,4.333333333333333,1,0
2019_16,2019-09-29,bottas,mercedes,sochi,2.0,2019,4,5.0,-1.0,247.0,0.0,655.0,7.1,127266.16137931036,7,0,231.0,3.3333333333333335,1,1
2019_17,2019-10-13,bottas,mercedes,suzuka,1.0,2019,3,3.0,0.0,247.0,0.0,655.0,7.1,110508.64505928854,10,0,249.0,3.0,1,1
2019_18,2019-10-27,bottas,mercedes,rodriguez,3.0,2019,6,6.0,0.0,247.0,0.0,655.0,7.1,90434.792,11,0,274.0,2.6666666666666665,1,1
2019_19,2019-11-03,bottas,mercedes,americas,1.0,2019,1,1.0,0.0,247.0,0.0,655.0,7.1,108077.81705426356,11,0,289.0,2.0,1,1
2019_21,2019-12-01,bottas,mercedes,yas_marina,4.0,2019,20,2.0,18.0,247.0,0.0,655.0,7.1,101999.58471965496,12,0,314.0,2.0,1,0
2019_01,2019-03-17,gasly,red_bull,albert_park,11.0,2019,17,17.0,0.0,29.0,0.0,419.0,28.6,102540.88727272728,10,0,0.0,9.5,0,0
2019_02,2019-03-31,gasly,red_bull,bahrain,8.0,2019,13,13.0,0.0,29.0,0.0,419.0,28.6,104555.70903790087,12,0,0.0,11.0,1,0
2019_03,2019-04-14,gasly,red_bull,shanghai,6.0,2019,6,6.0,0.0,29.0,0.0,419.0,28.6,107764.43365134433,8,0,4.0,9.5,1,0
2019_05,2019-05-12,gasly,red_bull,catalunya,6.0,2019,6,6.0,0.0,29.0,0.0,419.0,28.6,90968.81822107082,12,0,13.0,7.0,1,0
2019_06,2019-05-26,gasly,red_bull,monaco,5.0,2019,8,5.0,3.0,29.0,0.0,419.0,28.6,87305.94368131868,11,0,21.0,6.0,1,0
2019_07,2019-06-09,gasly,red_bull,villeneuve,8.0,2019,5,5.0,0.0,29.0,0.0,419.0,28.6,84612.2985,10,0,32.0,5.5,1,0
2019_08,2019-06-23,gasly,red_bull,ricard,10.0,2019,9,9.0,0.0,29.0,0.0,419.0,28.6,109769.39425051336,4,0,36.0,6.333333333333333,1,0
2019_09,2019-06-30,gasly,red_bull,red_bull_ring,7.0,2019,8,9.0,-1.0,29.0,0.0,419.0,28.6,76293.42976104272,14,0,37.0,7.666666666666667,1,0
2019_10,2019-07-14,gasly,red_bull,silverstone,4.0,2019,5,5.0,0.0,29.0,0.0,419.0,28.6,115608.07343412528,13,0,43.0,8.333333333333334,1,0
2019_11,2019-07-28,gasly,red_bull,hockenheimring,14.0,2019,4,4.0,0.0,29.0,0.0,419.0,28.6,92313.81046931408,3,0,55.0,7.0,0,0
2019_12,2019-08-04,gasly,red_bull,hungaroring,6.0,2019,6,6.0,0.0,29.0,0.0,419.0,28.6,90162.13141486813,12,0,55.0,8.333333333333334,1,0
2019_13,2019-09-01,gasly,toro_rosso,spa,9.0,2019,13,16.0,-3.0,29.0,0.0,33.0,26.2,133869.30844793713,12,0,63.0,8.0,1,0
2019_14,2019-09-08,gasly,toro_rosso,monza,11.0,2019,17,15.0,2.0,29.0,0.0,33.0,26.2,91340.01062887513,12,0,65.0,9.666666666666666,0,0
2019_15,2019-09-22,gasly,toro_rosso,marina_bay,8.0,2019,11,12.0,-1.0,29.0,0.0,33.0,26.2,116198.53414948452,10,0,65.0,8.666666666666666,1,0
2019_16,2019-09-29,gasly,toro_rosso,sochi,14.0,2019,16,11.0,5.0,29.0,0.0,33.0,26.2,127266.16137931036,7,0,69.0,9.333333333333334,0,0
2019_17,2019-10-13,gasly,toro_rosso,suzuka,7.0,2019,9,9.0,0.0,29.0,0.0,33.0,26.2,110508.64505928854,10,0,69.0,11.0,1,0
2019_18,2019-10-27,gasly,toro_rosso,rodriguez,9.0,2019,10,10.0,0.0,29.0,0.0,33.0,26.2,90434.792,11,0,75.0,9.666666666666666,1,0
2019_19,2019-11-03,gasly,toro_rosso,americas,16.0,2019,10,10.0,0.0,29.0,0.0,33.0,26.2,108077.81705426356,11,0,77.0,10.0,0,0
2019_20,2019-11-17,gasly,toro_rosso,interlagos,2.0,2019,6,7.0,-1.0,29.0,0.0,33.0,26.2,89274.3474533535,11,0,77.0,10.666666666666666,1,1
2019_21,2019-12-01,gasly,toro_rosso,yas_marina,18.0,2019,11,12.0,-1.0,29.0,0.0,33.0,26.2,101999.58471965496,12,0,95.0,9.0,0,0
2019_01,2019-03-17,giovinazzi,alfa,albert_park,15.0,2019,14,14.0,0.0,0.0,0.0,0.0,0.0,102540.88727272728,10,1,0.0,9.5,0,0
2019_02,2019-03-31,giovinazzi,alfa,bahrain,11.0,2019,16,16.0,0.0,0.0,0.0,0.0,0.0,104555.70903790087,12,1,0.0,15.0,0,0
2019_04,2019-04-28,giovinazzi,alfa,baku,12.0,2019,17,8.0,9.0,0.0,0.0,0.0,0.0,121766.18534482758,10,1,0.0,13.666666666666666,0,0
2019_05,2019-05-12,giovinazzi,alfa,catalunya,16.0,2019,18,18.0,0.0,0.0,0.0,0.0,0.0,90968.81822107082,12,1,0.0,12.666666666666666,0,0
2019_06,2019-05-26,giovinazzi,alfa,monaco,19.0,2019,18,15.0,3.0,0.0,0.0,0.0,0.0,87305.94368131868,11,1,0.0,14.333333333333334,0,0
2019_07,2019-06-09,giovinazzi,alfa,villeneuve,13.0,2019,12,13.0,-1.0,0.0,0.0,0.0,0.0,84612.2985,10,1,0.0,15.666666666666666,0,0
2019_08,2019-06-23,giovinazzi,alfa,ricard,16.0,2019,10,10.0,0.0,0.0,0.0,0.0,0.0,109769.39425051336,4,1,0.0,16.0,0,0
2019_09,2019-06-30,giovinazzi,alfa,red_bull_ring,10.0,2019,7,8.0,-1.0,0.0,0.0,0.0,0.0,76293.42976104272,14,1,0.0,16.0,1,0
2019_11,2019-07-28,giovinazzi,alfa,hockenheimring,13.0,2019,11,11.0,0.0,0.0,0.0,0.0,0.0,92313.81046931408,3,1,1.0,13.0,0,0
2019_12,2019-08-04,giovinazzi,alfa,hungaroring,18.0,2019,17,14.0,3.0,0.0,0.0,0.0,0.0,90162.13141486813,12,1,1.0,11.5,0,0
